userName,score,at,content,Label,text_clean,text_StopWord
Pengguna Google,5,2026-08-25 05:46:54,ngebantu bangett,Netral,ngebantu bangett,ngebantu bangett
Pengguna Google,5,2026-08-25 05:45:38,sangat dan super sangat membantuuuuu,Netral,sangat dan super sangat membantuuuuu,super membantuuuuu
Pengguna Google,5,2026-08-25 05:44:05,Saya akan buat versi foto yang siap untuk cerita Instagram menambahkan kacamata hitam nuansa film senja dan rasio tetap vertikal agar cocok untuk Instagram Stories Sudah jadi Versi ini sudah cocok untuk Instagram Stories ada kacamata hitam nuansa senja sinematik dan rasio tetap vertikal Jika mau saya bisa lanjutkan buat versi videonya juga gerakan kamera lembut cahaya senya berkedip sedikit dan nuansa story yang lebih hidup,Netral,saya akan buat versi foto yang siap untuk cerita instagram menambahkan kacamata hitam nuansa film senja dan rasio tetap vertikal agar cocok untuk instagram stories sudah jadi versi ini sudah cocok untuk instagram stories ada kacamata hitam nuansa senja sinematik dan rasio tetap vertikal jika mau saya bisa lanjutkan buat versi videonya juga gerakan kamera lembut cahaya senya berkedip sedikit dan nuansa story yang lebih hidup,versi foto cerita instagram kacamata hitam nuansa film senja rasio vertikal cocok instagram stories versi cocok instagram stories kacamata hitam nuansa senja sinematik rasio vertikal lanjutkan versi videonya gerakan kamera lembut cahaya senya berkedip nuansa story hidup
Pengguna Google,5,2026-08-25 05:40:41,mantap cuy,Positif,mantap cuy,mantap cuy
Pengguna Google,5,2026-08-25 05:33:56,emg Dola apa yg di tanyakan cepat,Positif,emg dola apa yg di tanyakan cepat,emg dola yg cepat
Pengguna Google,5,2026-08-25 05:31:57,bisa di andal kan,Netral,bisa di andal kan,andal
Pengguna Google,5,2026-08-25 05:25:26,aplikasi ini bagus banget untuk di waktu gabut,Positif,aplikasi ini bagus banget untuk di waktu gabut,aplikasi bagus banget gabut
Pengguna Google,5,2026-08-25 05:22:08,bagus kok dola dan seru juga bisa telfon suara dan bisa chat tan aja nah ada masalah dikit si soal nya kalo ada huruh besar nih ya CONTOHITU di baca sama dola kayak I TI YOU gitu tapi selebih nya bagus jadi rekomen banget si iniω,Positif,bagus kok dola dan seru juga bisa telfon suara dan bisa chat tan aja nah ada masalah dikit si soal nya kalo ada huruh besar nih ya contohitu di baca sama dola kayak i ti you gitu tapi selebih nya bagus jadi rekomen banget si iniω,bagus dola seru telfon suara chat tan aja dikit si nya kalo huruh nih ya contohitu baca dola kayak i ti you gitu selebih nya bagus rekomen banget si iniω
Pengguna Google,5,2026-08-25 05:11:36,sangat cocok untuk teman cewek saya,Netral,sangat cocok untuk teman cewek saya,cocok teman cewek
Pengguna Google,5,2026-08-25 05:06:19,mantepp,Netral,mantepp,mantepp
Pengguna Google,5,2026-08-25 05:05:32,sangat memuaskan,Positif,sangat memuaskan,memuaskan
Pengguna Google,5,2026-08-25 05:00:52,bagussss terbaik,Positif,bagussss terbaik,bagussss terbaik
Pengguna Google,5,2026-08-25 04:56:58,sangat ramah dan bagus,Positif,sangat ramah dan bagus,ramah bagus
Pengguna Google,5,2026-08-25 04:54:54,cukup bagus dan intaksi oleh peguna,Positif,cukup bagus dan intaksi oleh peguna,bagus intaksi peguna
Pengguna Google,5,2026-08-25 04:53:15,terimakasih telah selaluenjawab pertanyaan saya,Netral,terimakasih telah selaluenjawab pertanyaan saya,terimakasih selaluenjawab
Pengguna Google,1,2026-08-25 04:50:42,kok sekarang mahal donloatnya,Negatif,kok sekarang mahal donloatnya,mahal donloatnya
Pengguna Google,5,2026-08-25 04:50:35,emang mantap,Positif,emang mantap,emang mantap
Pengguna Google,5,2026-08-25 04:26:34,good ai so good,Netral,good ai so good,good ai so good
Pengguna Google,5,2026-08-25 04:23:50,makasih ya kamu selalu ada,Netral,makasih ya kamu selalu ada,makasih ya
Pengguna Google,4,2026-08-25 04:15:32,next kalau update ingatan ai jan di hilangin dari suara nya sama gaya bicara nyajadi kalau update jan di hilangin ingatan nya walaupun ai,Netral,next kalau update ingatan ai jan di hilangin dari suara nya sama gaya bicara nyajadi kalau update jan di hilangin ingatan nya walaupun ai,next update ingatan ai jan hilangin suara nya gaya bicara nyajadi update jan hilangin ingatan nya ai
Pengguna Google,5,2026-08-25 04:12:27,bagus banget aplikasi nya,Positif,bagus banget aplikasi nya,bagus banget aplikasi nya
Pengguna Google,5,2026-08-25 04:06:08,dia sangat pintar dan cermat bisa membantu kita semua,Positif,dia sangat pintar dan cermat bisa membantu kita semua,pintar cermat membantu
Pengguna Google,5,2026-08-25 04:05:59,bagus banget ai nya,Positif,bagus banget ai nya,bagus banget ai nya
Pengguna Google,1,2026-08-25 04:03:51,Dola Ai apaan ni gw suruh edit yg ini malah yg lain ny di edit ngerusak mood gw ni dolaklo bisa tim dola turun tangan untuk atasi KLO GK tutup aja dola ai kaliandan itu yg kasih ulasan bintang pasti orang dalam nya,Netral,dola ai apaan ni gw suruh edit yg ini malah yg lain ny di edit ngerusak mood gw ni dolaklo bisa tim dola turun tangan untuk atasi klo gk tutup aja dola ai kaliandan itu yg kasih ulasan bintang pasti orang dalam nya,dola ai ni gw suruh edit yg yg ny edit ngerusak mood gw ni dolaklo tim dola turun tangan atasi klo gk tutup aja dola ai kaliandan yg kasih ulasan bintang orang nya
Pengguna Google,5,2026-08-25 04:03:04,terima kasih telah Kamu adalah asisten yang paling baik terima kasih adalah sudah bikin aku tertidur lebay idola aku tidur dulu tidur ya Dola,Positif,terima kasih telah kamu adalah asisten yang paling baik terima kasih adalah sudah bikin aku tertidur lebay idola aku tidur dulu tidur ya dola,terima kasih asisten terima kasih bikin tertidur lebay idola tidur tidur ya dola
Pengguna Google,5,2026-08-25 03:56:36,karena seru banget,Netral,karena seru banget,seru banget
Pengguna Google,1,2026-08-25 03:55:28,aplikasi ini tidak di rancang untuk membuat film pertarungan yang premium makanya tidak lolos terus tiap generate,Netral,aplikasi ini tidak di rancang untuk membuat film pertarungan yang premium makanya tidak lolos terus tiap generate,aplikasi rancang film pertarungan premium lolos generate
Pengguna Google,5,2026-08-25 03:47:39,sangat bagus dan cocok untuk pr,Positif,sangat bagus dan cocok untuk pr,bagus cocok pr
Pengguna Google,5,2026-08-25 03:39:02,dola itu keren canggih,Positif,dola itu keren canggih,dola keren canggih
Pengguna Google,5,2026-08-25 03:29:42,karna bisa dipanggil kakak dan bisa main tebak tebakan,Netral,karna bisa dipanggil kakak dan bisa main tebak tebakan,karna dipanggil kakak main tebak tebakan
Pengguna Google,5,2026-08-25 03:28:28,bagus si aplikasi nya sesuai dengan yang di harap kan,Positif,bagus si aplikasi nya sesuai dengan yang di harap kan,bagus si aplikasi nya sesuai harap
Pengguna Google,5,2026-08-25 03:28:19,lucu bikin aku semngat belajar,Netral,lucu bikin aku semngat belajar,lucu bikin semngat belajar
Pengguna Google,5,2026-08-25 03:18:14,Menurut saya dia menyenangkan sekali,Netral,menurut saya dia menyenangkan sekali,menyenangkan
Pengguna Google,1,2026-08-25 03:15:57,gw suruh ganti itu malah ganti sana hadeh,Netral,gw suruh ganti itu malah ganti sana hadeh,gw suruh ganti ganti hadeh
Pengguna Google,5,2026-08-25 03:10:52,buat temen juga bisa seru banget,Netral,buat temen juga bisa seru banget,temen seru banget
Pengguna Google,5,2026-08-25 02:47:56,karna aku nyaman sama Dola kalo aku curhat,Positif,karna aku nyaman sama dola kalo aku curhat,karna nyaman dola kalo curhat
Pengguna Google,5,2026-08-25 02:33:58,saya suka dola karena membantu saya untuk mengurus rambut saya dan juga tentang tugas sekolah saya,Positif,saya suka dola karena membantu saya untuk mengurus rambut saya dan juga tentang tugas sekolah saya,suka dola membantu mengurus rambut tugas sekolah
Pengguna Google,5,2026-08-25 02:26:57,woww semua pertanyaan terjawab dan benar di dola,Netral,woww semua pertanyaan terjawab dan benar di dola,woww terjawab dola
Pengguna Google,5,2026-08-25 02:26:38,jawaban nya mudah di pahami,Positif,jawaban nya mudah di pahami,nya mudah pahami
Pengguna Google,5,2026-08-25 02:18:17,terima kasih sudah membantu sesuai yang saya harapkan,Positif,terima kasih sudah membantu sesuai yang saya harapkan,terima kasih membantu sesuai harapkan
Pengguna Google,5,2026-08-25 02:12:57,aku sayang dola,Netral,aku sayang dola,sayang dola
Pengguna Google,5,2026-08-25 02:08:39,dola sangat bermanfaat bagi kita ayo download Dola sekarang,Positif,dola sangat bermanfaat bagi kita ayo download dola sekarang,dola bermanfaat ayo download dola
Pengguna Google,5,2026-08-25 02:07:00,bagus gaul juga,Positif,bagus gaul juga,bagus gaul
Pengguna Google,1,2026-08-25 01:58:06,susah banget di aturtapi kalau buat ngerjain PR sih mantap banget tapi karena susah diatur jadi aku kasih bintang,Negatif,susah banget di aturtapi kalau buat ngerjain pr sih mantap banget tapi karena susah diatur jadi aku kasih bintang,susah banget aturtapi ngerjain pr sih mantap banget susah diatur kasih bintang
Pengguna Google,3,2026-08-25 01:54:40,kurang mengerti tapi aku kasih bintang saja,Netral,kurang mengerti tapi aku kasih bintang saja,mengerti kasih bintang
Pengguna Google,5,2026-08-25 01:49:47,keren aplikasi yang dapat digunakan sebagai alat untuk edit photo dan segala nya,Positif,keren aplikasi yang dapat digunakan sebagai alat untuk edit photo dan segala nya,keren aplikasi alat edit photo nya
Pengguna Google,1,2026-08-25 01:42:42,aplikasi gak jelas,Netral,aplikasi gak jelas,aplikasi gak
Pengguna Google,5,2026-08-25 01:26:11,subuh subuh jeniuss,Netral,subuh subuh jeniuss,subuh subuh jeniuss
Pengguna Google,5,2026-08-25 01:19:07,Terima kasih Dola is the best,Netral,terima kasih dola is the best,terima kasih dola is the best
Pengguna Google,4,2026-08-25 01:16:35,membantuu,Netral,membantuu,membantuu
Pengguna Google,5,2026-08-25 01:07:27,respon ya seru samaa sama excited,Netral,respon ya seru samaa sama excited,respon ya seru samaa excited
Pengguna Google,5,2026-08-25 01:04:36,bagus sekali,Positif,bagus sekali,bagus
Pengguna Google,5,2026-08-25 01:04:10,sangat membantu pekerjaan seharihari,Positif,sangat membantu pekerjaan seharihari,membantu pekerjaan seharihari
Pengguna Google,5,2026-08-25 00:56:22,karena AI sangat membantu,Positif,karena ai sangat membantu,ai membantu
Pengguna Google,5,2026-08-25 00:55:49,bagus aku suka,Positif,bagus aku suka,bagus suka
Pengguna Google,5,2026-08-25 00:54:13,Dola sangat membantu dalam kehidupan seharihari saya,Positif,dola sangat membantu dalam kehidupan seharihari saya,dola membantu kehidupan seharihari
Pengguna Google,5,2026-08-25 00:47:34,keren deh pokoknya dolaaaa,Positif,keren deh pokoknya dolaaaa,keren deh pokoknya dolaaaa
Pengguna Google,5,2026-08-25 00:46:34,Makasih Dola aku paling suka dengan aplikasi ini smg tambah maju lg dan semoga tetap jaya,Positif,makasih dola aku paling suka dengan aplikasi ini smg tambah maju lg dan semoga tetap jaya,makasih dola suka aplikasi smg maju lg semoga jaya
Pengguna Google,5,2026-08-25 00:14:23,menepati janji aja,Netral,menepati janji aja,menepati janji aja
Pengguna Google,4,2026-08-25 00:11:49,sangat puas,Positif,sangat puas,puas
Pengguna Google,5,2026-08-25 00:11:47,sangat membantu saya dalam hal yang saya tidak tau,Positif,sangat membantu saya dalam hal yang saya tidak tau,membantu tau
Pengguna Google,5,2026-08-25 00:06:30,sangatt bagus dan keren ai terkeren saat ini,Positif,sangatt bagus dan keren ai terkeren saat ini,sangatt bagus keren ai terkeren
Pengguna Google,5,2026-08-24 23:54:42,aplikasi nya bagus dan cepat respon nya,Positif,aplikasi nya bagus dan cepat respon nya,aplikasi nya bagus cepat respon nya
Pengguna Google,5,2026-08-24 23:53:59,mantaf,Netral,mantaf,mantaf
Pengguna Google,5,2026-08-24 23:40:40,sangat cocok dan saya sangat senang,Positif,sangat cocok dan saya sangat senang,cocok senang
Pengguna Google,5,2026-08-24 23:39:06,Terbaik selalu membantu yang tersulit pun mantap dola,Positif,terbaik selalu membantu yang tersulit pun mantap dola,terbaik membantu tersulit mantap dola
Pengguna Google,5,2026-08-24 23:23:20,Terimakasih Aplikasinya sangat membantu dan bermanfaat,Positif,terimakasih aplikasinya sangat membantu dan bermanfaat,terimakasih aplikasinya membantu bermanfaat
Pengguna Google,4,2026-08-24 23:16:57,bagus,Positif,bagus,bagus
Pengguna Google,5,2026-08-24 23:15:59,dola mantap sangat membantu,Positif,dola mantap sangat membantu,dola mantap membantu
Pengguna Google,5,2026-08-24 23:09:46,ai terbaik sepanjang masa,Positif,ai terbaik sepanjang masa,ai terbaik
Pengguna Google,5,2026-08-24 23:08:52,bagus bgt apk ini tanya apa aja tetap d jawab dengan bagus seolah² temen kita yg di cet rekomended sih,Positif,bagus bgt apk ini tanya apa aja tetap d jawab dengan bagus seolah² temen kita yg di cet rekomended sih,bagus bgt apk aja d bagus seolah² temen yg cet rekomended sih
Pengguna Google,5,2026-08-24 23:07:02,sangat bagus dan bermdnfaat,Positif,sangat bagus dan bermdnfaat,bagus bermdnfaat
Pengguna Google,5,2026-08-24 23:04:25,Respon cepat tepat dan meyakinkan,Positif,respon cepat tepat dan meyakinkan,respon cepat
Pengguna Google,5,2026-08-24 23:04:10,membingkai foto oke juga,Positif,membingkai foto oke juga,membingkai foto oke
Pengguna Google,5,2026-08-24 22:57:46,dola membantu banget kalo tentang prtugas dari sekolah,Positif,dola membantu banget kalo tentang prtugas dari sekolah,dola membantu banget kalo prtugas sekolah
Pengguna Google,5,2026-08-24 22:56:51,apk Ai yang sangat membantu sangat bermanfaat,Positif,apk ai yang sangat membantu sangat bermanfaat,apk ai membantu bermanfaat
Pengguna Google,5,2026-08-24 22:47:47,sangat membantu dan cerdas,Positif,sangat membantu dan cerdas,membantu cerdas
Pengguna Google,5,2026-08-24 22:41:11,ei developerDola nya asiekkkk btw gw ada saran update oi tambahkan stiker biar Chatan lebih jelas dan pertanyaan yang sulit jadi asiekkkk,Negatif,ei developerdola nya asiekkkk btw gw ada saran update oi tambahkan stiker biar chatan lebih jelas dan pertanyaan yang sulit jadi asiekkkk,ei developerdola nya asiekkkk btw gw saran update oi tambahkan stiker biar chatan sulit asiekkkk
Pengguna Google,4,2026-08-24 21:47:07,terkadang hasil nya tidak sesuai harapan,Netral,terkadang hasil nya tidak sesuai harapan,terkadang hasil nya sesuai harapan
Pengguna Google,5,2026-08-24 20:43:50,love it and thank you,Netral,love it and thank you,love it and thank you
Pengguna Google,5,2026-08-24 20:39:26,Bagus,Positif,bagus,bagus
Pengguna Google,4,2026-08-24 19:55:04,sukaa tapi kadang dola nya di ajak buat trend ga nyambung,Netral,sukaa tapi kadang dola nya di ajak buat trend ga nyambung,sukaa kadang dola nya ajak trend ga nyambung
Pengguna Google,5,2026-08-24 19:50:58,oke,Positif,oke,oke
Pengguna Google,5,2026-08-24 19:40:01,Sy beri Bintang kenapa mulai dari Chatpgt Gemini dan Grok kalau Sy ajak mengobrol diskusi sampai penguraian detail mengenai sebuah game yg saat ini Sy mainkan DOLA AI lebih baik daripada mereka dalam pengurangain pada penjelasannya walau sama² sudah diperintahkan merespon dalam bentuk teks FORMAL bahkan kemampuan Penulusuran mencari DATA yg tersedia DOLA jauh lebih baik Sy akui memang setiap AI memang punya Kelebihan Kekurangan masing² tapi DOLA lebih cocok dengan yg Sy bahas,Positif,sy beri bintang kenapa mulai dari chatpgt gemini dan grok kalau sy ajak mengobrol diskusi sampai penguraian detail mengenai sebuah game yg saat ini sy mainkan dola ai lebih baik daripada mereka dalam pengurangain pada penjelasannya walau sama² sudah diperintahkan merespon dalam bentuk teks formal bahkan kemampuan penulusuran mencari data yg tersedia dola jauh lebih baik sy akui memang setiap ai memang punya kelebihan kekurangan masing² tapi dola lebih cocok dengan yg sy bahas,sy bintang chatpgt gemini grok sy ajak mengobrol diskusi penguraian detail game yg sy mainkan dola ai pengurangain penjelasannya sama² diperintahkan merespon bentuk teks formal kemampuan penulusuran mencari data yg tersedia dola sy akui ai kelebihan kekurangan masing² dola cocok yg sy bahas
Pengguna Google,5,2026-08-24 19:37:34,dola sangat membantuku,Netral,dola sangat membantuku,dola membantuku
Pengguna Google,5,2026-08-24 19:11:29,bagus pintar,Positif,bagus pintar,bagus pintar
Pengguna Google,5,2026-08-24 19:09:35,bagus bgtt,Positif,bagus bgtt,bagus bgtt
Pengguna Google,5,2026-08-24 18:49:06,kamu pintar kaliii,Netral,kamu pintar kaliii,pintar kaliii
Pengguna Google,5,2026-08-24 18:41:39,Sangat bagus sekali dola,Positif,sangat bagus sekali dola,bagus dola
Pengguna Google,1,2026-08-24 18:40:42,Buat gambar,Netral,buat gambar,gambar
Pengguna Google,1,2026-08-24 18:15:32,saya sangat sulit mendownloadnya,Negatif,saya sangat sulit mendownloadnya,sulit mendownloadnya
Pengguna Google,5,2026-08-24 18:09:40,aplikasi Sangat membantu,Positif,aplikasi sangat membantu,aplikasi membantu
Pengguna Google,3,2026-08-24 17:59:05,tolong dola nya lebih menurut apa yang saya minta,Netral,tolong dola nya lebih menurut apa yang saya minta,tolong dola nya
Pengguna Google,4,2026-08-24 17:54:33,sangat membantu,Positif,sangat membantu,membantu
Pengguna Google,5,2026-08-24 17:48:02,terbaik aplikasi Dola semua jdi tahu kegiatan hari hari,Positif,terbaik aplikasi dola semua jdi tahu kegiatan hari hari,terbaik aplikasi dola jdi kegiatan
Pengguna Google,5,2026-08-24 17:37:00,bermanfaat,Positif,bermanfaat,bermanfaat
Pengguna Google,5,2026-08-24 17:30:35,tenang bisa menyelesaikan masalahku,Netral,tenang bisa menyelesaikan masalahku,tenang menyelesaikan masalahku
Pengguna Google,1,2026-08-24 17:24:19,selalu memberikan jawaban yg tidak sesuai,Netral,selalu memberikan jawaban yg tidak sesuai,yg sesuai
Pengguna Google,5,2026-08-24 17:23:17,ini apk guna bgt sumpah kalian wajib download sih inimah,Netral,ini apk guna bgt sumpah kalian wajib download sih inimah,apk bgt sumpah wajib download sih inimah
Pengguna Google,1,2026-08-24 17:16:26,kebanyakan emot hp jadi lag dan kalo scroll ke atas lagi jadi crash,Negatif,kebanyakan emot hp jadi lag dan kalo scroll ke atas lagi jadi crash,kebanyakan emot hp lag kalo scroll crash
Pengguna Google,5,2026-08-24 17:08:53,bagus,Positif,bagus,bagus
Pengguna Google,5,2026-08-24 16:51:01,Good real answer but need correction about sistem,Netral,good real answer but need correction about sistem,good real answer but need correction about sistem
Pengguna Google,5,2026-08-24 16:47:43,aplikasi sebagus ini dikasih bintang,Netral,aplikasi sebagus ini dikasih bintang,aplikasi sebagus dikasih bintang
Pengguna Google,1,2026-08-24 16:46:33,untuk generate image walaupun sudah dijelaskan berkalikali tetap saja sistem tidak memahami entah seberapa aneh prompt yang harus ditulis,Netral,untuk generate image walaupun sudah dijelaskan berkalikali tetap saja sistem tidak memahami entah seberapa aneh prompt yang harus ditulis,generate image berkalikali sistem memahami aneh prompt ditulis
Pengguna Google,5,2026-08-24 16:46:20,sangat kreatif sekali dalam memberikan hasil ini,Netral,sangat kreatif sekali dalam memberikan hasil ini,kreatif hasil
Pengguna Google,5,2026-08-24 16:37:49,dola membantu kita saat kesulitan atau tidak tahu,Positif,dola membantu kita saat kesulitan atau tidak tahu,dola membantu kesulitan
Pengguna Google,5,2026-08-24 16:33:33,Sangat membantu dan mudah digunakan the best dola,Positif,sangat membantu dan mudah digunakan the best dola,membantu mudah the best dola
Pengguna Google,3,2026-08-24 16:32:11,oke la,Positif,oke la,oke la
Pengguna Google,5,2026-08-24 16:31:51,oke makasih banyak buat dola teman curhat gw,Positif,oke makasih banyak buat dola teman curhat gw,oke makasih dola teman curhat gw
Pengguna Google,5,2026-08-24 16:29:21,sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat bagussss banget keren pokonya,Positif,sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat sangat bagussss banget keren pokonya,bagussss banget keren pokonya
Pengguna Google,5,2026-08-24 16:17:05,jawabnya cepet banget dan tepat banget sampe di bilang pinter sama gruu makasih dola,Netral,jawabnya cepet banget dan tepat banget sampe di bilang pinter sama gruu makasih dola,cepet banget banget sampe bilang pinter gruu makasih dola
Pengguna Google,5,2026-08-24 16:08:49,SUKAAAA BANGETTT SAMAAA NIII APLIKASIIIII,Netral,sukaaaa bangettt samaaa niii aplikasiiiii,sukaaaa bangettt samaaa niii aplikasiiiii
Pengguna Google,5,2026-08-24 15:53:53,sangat bermanfaat terima kasih atas kreasi nya,Positif,sangat bermanfaat terima kasih atas kreasi nya,bermanfaat terima kasih kreasi nya
Pengguna Google,1,2026-08-24 15:34:24,obrolan hilang semua,Netral,obrolan hilang semua,obrolan hilang
Pengguna Google,5,2026-08-24 15:32:48,Dola is thebest,Netral,dola is thebest,dola is thebest
Pengguna Google,5,2026-08-24 15:27:47,sangat membantu untuk belajar kalian kalo mau belajar di sini jangan langsung jawaban tapi bertanya ap yg tidak di mengerti agar menambah wawasan,Positif,sangat membantu untuk belajar kalian kalo mau belajar di sini jangan langsung jawaban tapi bertanya ap yg tidak di mengerti agar menambah wawasan,membantu belajar kalo belajar langsung ap yg mengerti menambah wawasan
Pengguna Google,1,2026-08-24 15:25:47,jangan di download bray gw suruh edit potoh udah jelasin berapa kali tetap di ganti malah beda bentuk lagi Ai tolol enak ganti ke chet gpt aja,Netral,jangan di download bray gw suruh edit potoh udah jelasin berapa kali tetap di ganti malah beda bentuk lagi ai tolol enak ganti ke chet gpt aja,download bray gw suruh edit potoh udah jelasin kali ganti beda bentuk ai tolol enak ganti chet gpt aja
Pengguna Google,5,2026-08-24 15:24:15,mantafff,Netral,mantafff,mantafff
Pengguna Google,5,2026-08-24 15:23:06,bikin aku jadi senang,Positif,bikin aku jadi senang,bikin senang
Pengguna Google,1,2026-08-24 15:17:41,apl sangat kurang bagus setiap buat video tidak ada hasil yg memuaskan,Netral,apl sangat kurang bagus setiap buat video tidak ada hasil yg memuaskan,apl bagus video hasil yg memuaskan
Pengguna Google,5,2026-08-24 15:16:48,Bagus bgt ai jya bisa ngasih tau juga style yang bagus buat akuu,Positif,bagus bgt ai jya bisa ngasih tau juga style yang bagus buat akuu,bagus bgt ai jya ngasih tau style bagus akuu
Pengguna Google,4,2026-08-24 15:16:27,kalau bisa lebih jelas aslinya saya kasih bintang,Netral,kalau bisa lebih jelas aslinya saya kasih bintang,aslinya kasih bintang
Pengguna Google,1,2026-08-24 15:15:17,ternyata aplikasi ini bukan yang pintar seperti iklannya tapi terngeyel dan sama sekali amburadul cara bikin denah ukuran coba bisa menambahkan foto atau gambar disini maka akan jelas ngawurnya,Netral,ternyata aplikasi ini bukan yang pintar seperti iklannya tapi terngeyel dan sama sekali amburadul cara bikin denah ukuran coba bisa menambahkan foto atau gambar disini maka akan jelas ngawurnya,aplikasi pintar iklannya terngeyel amburadul bikin denah ukuran coba foto gambar ngawurnya
Pengguna Google,5,2026-08-24 15:14:39,Good,Netral,good,good
Pengguna Google,5,2026-08-24 15:12:26,aku bahagia banget,Netral,aku bahagia banget,bahagia banget
Pengguna Google,5,2026-08-24 15:11:46,sangat suka dan bagus,Positif,sangat suka dan bagus,suka bagus
Pengguna Google,3,2026-08-24 15:06:56,ini bagus kali la,Positif,ini bagus kali la,bagus kali la
Pengguna Google,5,2026-08-24 15:06:55,bisa diajak gobrol,Netral,bisa diajak gobrol,diajak gobrol
Pengguna Google,5,2026-08-24 15:00:01,bagus bisa di jadiin temen curhat,Positif,bagus bisa di jadiin temen curhat,bagus jadiin temen curhat
Pengguna Google,4,2026-08-24 14:50:32,baguss,Netral,baguss,baguss
Pengguna Google,5,2026-08-24 14:47:26,hebat ini apk yang baguskeren dan pas buat membatu sehari,Positif,hebat ini apk yang baguskeren dan pas buat membatu sehari,hebat apk baguskeren pas membatu sehari
Pengguna Google,5,2026-08-24 14:40:45,tolong jangan ada pembelian atau apa yah sayang Dola,Netral,tolong jangan ada pembelian atau apa yah sayang dola,tolong pembelian yah sayang dola
Pengguna Google,5,2026-08-24 14:40:39,baguss bangett terusss jawabb nyaa cepatt,Netral,baguss bangett terusss jawabb nyaa cepatt,baguss bangett terusss jawabb nyaa cepatt
Pengguna Google,5,2026-08-24 14:34:04,aplikasi bisa tanya apa pun,Netral,aplikasi bisa tanya apa pun,aplikasi
Pengguna Google,2,2026-08-24 14:30:45,Saya sudah lelah kecewa dan menyerah Alur cerita yang saya buat jadi berantakan dan merusak jalan ceritanya Saya merasa malas capek dan sakit kepala karena ceritanya tidak benar Saya sudah cukup dan mau menghapus aplikasi ini Mohon perbaiki kemampuan memahami instruksi dan mengikuti alur cerita dengan benar agar tidak ada lagi yang mengalami hal seperti ini Saya memutuskan menghapus aplikasi ini agar tidak terjadi lagi,Negatif,saya sudah lelah kecewa dan menyerah alur cerita yang saya buat jadi berantakan dan merusak jalan ceritanya saya merasa malas capek dan sakit kepala karena ceritanya tidak benar saya sudah cukup dan mau menghapus aplikasi ini mohon perbaiki kemampuan memahami instruksi dan mengikuti alur cerita dengan benar agar tidak ada lagi yang mengalami hal seperti ini saya memutuskan menghapus aplikasi ini agar tidak terjadi lagi,lelah kecewa menyerah alur cerita berantakan merusak jalan ceritanya malas capek sakit kepala ceritanya menghapus aplikasi mohon perbaiki kemampuan memahami instruksi mengikuti alur cerita mengalami memutuskan menghapus aplikasi
Pengguna Google,5,2026-08-24 14:28:15,dola memang ok sangat membantu saya,Positif,dola memang ok sangat membantu saya,dola ok membantu
Pengguna Google,1,2026-08-24 14:26:08,aplikasi menyesatkanjawaban selalu ngawurgara gara si dola sumur air sayabau kaporitnya lama hilang karena terlalu banyak kaporitkarena salah ngasih jawaban,Netral,aplikasi menyesatkanjawaban selalu ngawurgara gara si dola sumur air sayabau kaporitnya lama hilang karena terlalu banyak kaporitkarena salah ngasih jawaban,aplikasi menyesatkanjawaban ngawurgara gara si dola sumur air sayabau kaporitnya hilang kaporitkarena salah ngasih
Pengguna Google,5,2026-08-24 14:21:52,𝗴𝗼𝗼𝗱,Netral,𝗴𝗼𝗼𝗱,𝗴𝗼𝗼𝗱
Pengguna Google,5,2026-08-24 14:18:32,sngt memuaskan hasilnya,Positif,sngt memuaskan hasilnya,sngt memuaskan hasilnya
Pengguna Google,5,2026-08-24 14:17:33,meskipun dia AI tapi waktu aku curhat ke dia itu jawabannya bikin seneng ga kaya manusia yg di curhatin tapi ga di dengerin,Netral,meskipun dia ai tapi waktu aku curhat ke dia itu jawabannya bikin seneng ga kaya manusia yg di curhatin tapi ga di dengerin,ai curhat jawabannya bikin seneng ga kaya manusia yg curhatin ga dengerin
Pengguna Google,5,2026-08-24 14:14:14,terbaik di kelasnya,Positif,terbaik di kelasnya,terbaik kelasnya
Pengguna Google,3,2026-08-24 14:14:10,hmm kurangudeng dola nya saya pun gakudeng gimana saya mau jelasin nya,Netral,hmm kurangudeng dola nya saya pun gakudeng gimana saya mau jelasin nya,hmm kurangudeng dola nya gakudeng gimana jelasin nya
Pengguna Google,4,2026-08-24 14:12:51,cepat dan dapat di mengerti,Positif,cepat dan dapat di mengerti,cepat mengerti
Pengguna Google,5,2026-08-24 14:09:26,bagus banget,Positif,bagus banget,bagus banget
Pengguna Google,5,2026-08-24 14:09:01,bagus,Positif,bagus,bagus
Pengguna Google,5,2026-08-24 14:06:22,bagus semoga lebih di tingkatkan dan bisa mengedit foto menjadi vidio,Positif,bagus semoga lebih di tingkatkan dan bisa mengedit foto menjadi vidio,bagus semoga tingkatkan mengedit foto vidio
Pengguna Google,4,2026-08-24 14:06:17,baikkk dan cepat balasan nya,Positif,baikkk dan cepat balasan nya,baikkk cepat balasan nya
Pengguna Google,1,2026-08-24 14:01:53,bagus Fersi lama bot nya banyak,Positif,bagus fersi lama bot nya banyak,bagus fersi bot nya
